Assembly,isolation source
GCA_047289825.1,Respiratory
GCA_047288575.1,Skin_Soft_Tissue
GCA_047289755.1,Skin_Soft_Tissue
GCA_047288505.1,Skin_Soft_Tissue
GCA_047288495.1,Skin_Soft_Tissue
GCA_047289815.1,Urinary
GCA_047288515.1,Respiratory
GCA_047288475.1,Respiratory
GCA_047288395.1,Bloodstream
GCA_047288405.1,Bone_Joint
GCA_047291535.1,Bloodstream
GCA_047288455.1,Bone_Joint
GCA_047289315.1,Urinary
GCA_047300745.1,Urinary
GCA_047288415.1,Skin_Soft_Tissue
GCA_047288345.1,Skin_Soft_Tissue
GCA_047289375.1,Respiratory
GCA_047288355.1,Respiratory
GCA_047288335.1,Respiratory
GCA_047289735.1,Urinary
GCA_047288795.1,Urinary
GCA_047289355.1,Bloodstream
GCA_047289255.1,Gastrointestinal
GCA_047288305.1,Urinary
GCA_047288835.1,Bloodstream
GCA_047288295.1,Respiratory
GCA_047288235.1,Urinary
GCA_047289225.1,Respiratory
GCA_047288255.1,Respiratory
GCA_047289265.1,Respiratory
GCA_047288205.1,Respiratory
GCA_047289215.1,Bloodstream
GCA_047288275.1,Urinary
GCA_047288195.1,Urinary
GCA_047373445.1,Urinary
GCA_047324835.1,Respiratory
GCA_047306005.1,Respiratory
GCA_047290135.1,Respiratory
GCA_047290115.1,Urinary
GCA_047291135.1,Respiratory
GCA_047345085.1,Skin_Soft_Tissue
GCA_047345155.1,Skin_Soft_Tissue
GCA_047345205.1,Skin_Soft_Tissue
GCA_047345265.1,Skin_Soft_Tissue
GCA_047345305.1,Skin_Soft_Tissue
GCA_047438855.1,Respiratory
GCA_047438515.1,Respiratory
GCA_047443795.1,Bloodstream
GCA_047443825.1,Urinary
GCA_047455895.1,Urinary
GCA_047444495.1,Urinary
GCA_049740545.1,Water
GCA_049740535.1,Water
GCA_049740495.1,Water
GCA_047569775.1,Gastrointestinal
GCA_047569255.1,Gastrointestinal
GCA_047566315.1,Gastrointestinal
GCA_047565955.1,Gastrointestinal
GCA_047565465.1,Gastrointestinal
GCA_047565415.1,Gastrointestinal
GCA_047565375.1,Gastrointestinal
GCA_047565385.1,Gastrointestinal
GCA_047565295.1,Gastrointestinal
GCA_047565275.1,Gastrointestinal
GCA_047565255.1,Gastrointestinal
GCA_047565195.1,Gastrointestinal
GCA_047565235.1,Gastrointestinal
GCA_047565215.1,Gastrointestinal
GCA_047565135.1,Gastrointestinal
GCA_047565115.1,Gastrointestinal
GCA_047565085.1,Gastrointestinal
GCA_047565055.1,Gastrointestinal
GCA_047564995.1,Gastrointestinal
GCA_047564935.1,Gastrointestinal
GCA_047565015.1,Gastrointestinal
GCA_047564975.1,Gastrointestinal
GCA_047564915.1,Gastrointestinal
GCA_047564855.1,Gastrointestinal
GCA_047564895.1,Gastrointestinal
GCA_047564835.1,Gastrointestinal
GCA_047564815.1,Gastrointestinal
GCA_047564775.1,Gastrointestinal
GCA_047564755.1,Gastrointestinal
GCA_047564785.1,Gastrointestinal
GCA_047564735.1,Gastrointestinal
GCA_047564455.1,Gastrointestinal
GCA_047564355.1,Gastrointestinal
GCA_047564295.1,Gastrointestinal
GCA_047564175.1,Gastrointestinal
GCA_047564255.1,Gastrointestinal
GCA_047563455.1,Gastrointestinal
GCA_047658835.1,Gastrointestinal
GCA_047563015.1,Gastrointestinal
GCA_047563035.1,Gastrointestinal
GCA_047562995.1,Gastrointestinal
GCA_047562955.1,Gastrointestinal
GCA_047562535.1,Skin_Soft_Tissue
GCA_047562475.1,Urinary
GCA_047562515.1,Gastrointestinal
GCA_047561995.1,Respiratory
GCA_047561735.1,Respiratory
GCA_047561575.1,Respiratory
GCA_047561275.1,Respiratory
GCA_047497235.1,Respiratory
GCA_047497275.1,Respiratory
GCA_047497295.1,Respiratory
GCA_047497315.1,Respiratory
GCA_047497335.1,Respiratory
GCA_047497345.1,Respiratory
GCA_047620695.1,Urinary
GCA_047644015.1,Respiratory
GCA_047686295.1,Respiratory
GCA_047686055.1,Respiratory
GCA_047686075.1,Urinary
GCA_047685975.1,Respiratory
GCA_047686035.1,Bloodstream
GCA_047686005.1,Respiratory
GCA_047686275.1,Respiratory
GCA_047685955.1,Respiratory
GCA_047687895.1,Respiratory
GCA_047713735.1,Water
GCA_042701695.2,Respiratory
GCA_047762225.1,Respiratory
GCA_047692555.1,Urinary
GCA_047692575.1,Urinary
GCA_047692615.1,Urinary
GCA_047692655.1,Urinary
GCA_047692695.1,Urinary
GCA_047692715.1,Urinary
GCA_047692735.1,Urinary
GCA_047692755.1,Urinary
GCA_047692775.1,Skin_Soft_Tissue
GCA_047693015.1,Respiratory
GCA_047693035.1,Urinary
GCA_047693055.1,Urinary
GCA_047693075.1,Urinary
GCA_047693095.1,Urinary
GCA_047693115.1,Skin_Soft_Tissue
GCA_047693135.1,Urinary
GCA_047772905.1,Respiratory
GCA_047772925.1,Respiratory
GCA_047805005.1,Gastrointestinal
GCA_047804185.1,Gastrointestinal
GCA_047804005.1,Gastrointestinal
GCA_047782545.1,Water
GCA_047782555.1,Crop
GCA_047782565.1,Water
GCA_047782575.1,Soil
GCA_047782585.1,Crop
GCA_047782595.1,Crop
GCA_047867325.1,Urinary
GCA_047867285.1,Respiratory
GCA_047801635.1,Respiratory
GCA_048015845.1,Urinary
GCA_048015255.1,Respiratory
GCA_048015095.1,Skin_Soft_Tissue
GCA_048014975.1,Skin_Soft_Tissue
GCA_048014705.1,Skin_Soft_Tissue
GCA_048014415.1,Respiratory
GCA_048014355.1,Respiratory
GCA_048014175.1,Skin_Soft_Tissue
GCA_048013955.1,Bloodstream
GCA_048013875.1,Urinary
GCA_048013595.1,Skin_Soft_Tissue
GCA_048013245.1,Skin_Soft_Tissue
GCA_048013045.1,Bloodstream
GCA_048012975.1,Urinary
GCA_048013005.1,Urinary
GCA_048012435.1,Urinary
GCA_048012375.1,Bloodstream
GCA_048012355.1,Skin_Soft_Tissue
GCA_048011405.1,Skin_Soft_Tissue
GCA_048011345.1,Skin_Soft_Tissue
GCA_048011295.1,Bloodstream
GCA_048011185.1,Respiratory
GCA_048011195.1,Reproductive
GCA_048011115.1,Bloodstream
GCA_048010485.1,Urinary
GCA_048010215.1,Skin_Soft_Tissue
GCA_048010165.1,Skin_Soft_Tissue
GCA_048010015.1,Bloodstream
GCA_048009895.1,Respiratory
GCA_048010135.1,Skin_Soft_Tissue
GCA_048009725.1,Bloodstream
GCA_048009455.1,Skin_Soft_Tissue
GCA_048009305.1,Bloodstream
GCA_048008715.1,Skin_Soft_Tissue
GCA_048008535.1,Skin_Soft_Tissue
GCA_048008275.1,Bloodstream
GCA_048008135.1,Bloodstream
GCA_048008335.1,Urinary
GCA_048007965.1,Urinary
GCA_048007945.1,Skin_Soft_Tissue
GCA_048007865.1,Urinary
GCA_048007795.1,Urinary
GCA_048007745.1,Skin_Soft_Tissue
GCA_048007165.1,Respiratory
GCA_048006415.1,Bloodstream
GCA_048006125.1,Urinary
GCA_048005825.1,Skin_Soft_Tissue
GCA_048005325.1,Respiratory
GCA_048005095.1,Respiratory
GCA_048004995.1,Respiratory
GCA_048005005.1,Skin_Soft_Tissue
GCA_048004855.1,Skin_Soft_Tissue
GCA_048004345.1,Skin_Soft_Tissue
GCA_048003965.1,Skin_Soft_Tissue
GCA_048003825.1,Bloodstream
GCA_048003835.1,Bloodstream
GCA_048003695.1,Skin_Soft_Tissue
GCA_048003465.1,Skin_Soft_Tissue
GCA_048003295.1,Skin_Soft_Tissue
GCA_048002975.1,Urinary
GCA_048002955.1,Skin_Soft_Tissue
GCA_048103715.1,Urinary
GCA_048103755.1,Bloodstream
GCA_048103665.1,Bloodstream
GCA_048103555.1,Respiratory
GCA_048103455.1,Skin_Soft_Tissue
GCA_048103515.1,Skin_Soft_Tissue
GCA_048102975.1,Skin_Soft_Tissue
GCA_048103095.1,Skin_Soft_Tissue
GCA_048102395.1,Skin_Soft_Tissue
GCA_048102305.1,Skin_Soft_Tissue
GCA_048102015.1,Bloodstream
GCA_048101615.1,Respiratory
GCA_048101165.1,Urinary
GCA_048101295.1,Respiratory
GCA_048101315.1,Urinary
GCA_047991565.1,Urinary
GCA_047983835.1,Skin_Soft_Tissue
GCA_047980865.1,Respiratory
GCA_047915645.1,Respiratory
GCA_047997725.1,Respiratory
GCA_048036155.1,Gastrointestinal
GCA_048036135.1,Respiratory
GCA_048044195.1,Respiratory
GCA_048086185.1,Urinary
GCA_048086145.1,Skin_Soft_Tissue
GCA_048086055.1,Urinary
GCA_048086605.1,Respiratory
GCA_047975975.1,Respiratory
GCA_047976585.1,Urinary
GCA_047978335.1,Bloodstream
GCA_047978385.1,Skin_Soft_Tissue
GCA_047978405.1,Hospital
GCA_047978425.1,Water
GCA_047978445.1,Hospital
GCA_047978485.1,Water
GCA_047978495.1,Water
GCA_047978505.1,Hospital
GCA_047978585.1,Water
GCA_047978605.1,Water
GCA_047978625.1,Water
GCA_047978615.1,Water
GCA_047978665.1,Water
GCA_047978685.1,Water
GCA_047978695.1,Water
GCA_047978725.1,Water
GCA_047978745.1,Water
GCA_047978755.1,Water
GCA_047978795.1,Water
GCA_047978785.1,Water
GCA_047978815.1,Water
GCA_047978835.1,Water
GCA_047978855.1,Water
GCA_047978885.1,Hospital
GCA_047978905.1,Water
GCA_047978925.1,Water
GCA_047978975.1,Water
GCA_047978965.1,Water
GCA_047979005.1,Water
GCA_047979035.1,Water
GCA_047979025.1,Water
GCA_047979065.1,Water
GCA_047979115.1,Water
GCA_047979105.1,Water
GCA_047979175.1,Water
GCA_047979325.1,Water
GCA_047979385.1,Water
GCA_047979415.1,Water
GCA_047979375.1,Water
GCA_047979525.1,Water
GCA_047979575.1,Water
GCA_047979565.1,Water
GCA_047979635.1,Water
GCA_047979625.1,Water
GCA_047979685.1,Water
GCA_047979945.1,Respiratory
GCA_047979985.1,Respiratory
GCA_047982845.1,Water
GCA_047982905.1,Water
GCA_047982945.1,Water
GCA_047982925.1,Water
GCA_047983025.1,Water
GCA_047983095.1,Water
GCA_047983135.1,Water
GCA_047983125.1,Water
GCA_047983165.1,Water
GCA_047983225.1,Water
GCA_047983325.1,Water
GCA_047983385.1,Water
GCA_047983405.1,Water
GCA_047983465.1,Water
GCA_047983525.1,Water
GCA_047983535.1,Water
GCA_047983625.1,Water
GCA_047983665.1,Water
GCA_047983705.1,Water
GCA_047983745.1,Water
GCA_047983765.1,Hospital
GCA_047983785.1,Water
GCA_047983825.1,Water
GCA_047983905.1,Water
GCA_047983945.1,Water
GCA_047983965.1,Water
GCA_047983975.1,Hospital
GCA_047984005.1,Water
GCA_047984045.1,Water
GCA_047984065.1,Water
GCA_047984085.1,Water
GCA_047984105.1,Water
GCA_047984145.1,Respiratory
GCA_047984165.1,Water
GCA_047984205.1,Water
GCA_047984225.1,Water
GCA_047984245.1,Respiratory
GCA_047984265.1,Water
GCA_047984305.1,Water
GCA_047984325.1,Water
GCA_047984345.1,Water
GCA_047984365.1,Water
GCA_047984425.1,Water
GCA_047984445.1,Hospital
GCA_047984465.1,Hospital
GCA_047984485.1,Water
GCA_047984505.1,Water
GCA_047984525.1,Water
GCA_047984545.1,Water
GCA_047984565.1,Water
GCA_047984625.1,Water
GCA_047984645.1,Hospital
GCA_047984685.1,Water
GCA_047984705.1,Water
GCA_047984725.1,Water
GCA_047984805.1,Water
GCA_047984825.1,Water
GCA_047984855.1,Water
GCA_047984915.1,Water
GCA_047984965.1,Water
GCA_047985045.1,Water
GCA_047985055.1,Water
GCA_047985145.1,Hospital
GCA_047985185.1,Respiratory
GCA_047985225.1,Water
GCA_047985245.1,Water
GCA_047985265.1,Water
GCA_047985385.1,Water
GCA_047985415.1,Water
GCA_047985475.1,Water
GCA_047985465.1,Water
GCA_047985485.1,Water
GCA_047985585.1,Water
GCA_047985615.1,Water
GCA_047985665.1,Water
GCA_047985685.1,Water
GCA_047985705.1,Water
GCA_047985715.1,Water
GCA_047985825.1,Water
GCA_047985865.1,Water
GCA_047985885.1,Water
GCA_047985905.1,Water
GCA_047985925.1,Water
GCA_047986005.1,Water
GCA_047986025.1,Water
GCA_047986085.1,Hospital
GCA_047986225.1,Respiratory
GCA_047986325.1,Water
GCA_047986375.1,Hospital
GCA_047986405.1,Water
GCA_047986425.1,Water
GCA_047986465.1,Water
GCA_047986485.1,Hospital
GCA_047986545.1,Hospital
GCA_047986585.1,Respiratory
GCA_047986645.1,Respiratory
GCA_047986705.1,Water
GCA_047986745.1,Hospital
GCA_047986805.1,Water
GCA_047986845.1,Water
GCA_047986865.1,Respiratory
GCA_047986885.1,Respiratory
GCA_047986905.1,Water
GCA_047986965.1,Water
GCA_047987005.1,Respiratory
GCA_047987025.1,Water
GCA_047987165.1,Water
GCA_047987185.1,Hospital
GCA_047987205.1,Water
GCA_047987225.1,Water
GCA_047987265.1,Water
GCA_047987285.1,Hospital
GCA_047987305.1,Hospital
GCA_047987375.1,Water
GCA_047987485.1,Hospital
GCA_047987505.1,Water
GCA_047987545.1,Respiratory
GCA_047987565.1,Water
GCA_047987605.1,Water
GCA_047987745.1,Respiratory
GCA_047987765.1,Water
GCA_047987785.1,Hospital
GCA_047987905.1,Water
GCA_047987965.1,Water
GCA_047987985.1,Water
GCA_047988005.1,Hospital
GCA_047988065.1,Respiratory
GCA_047988105.1,Water
GCA_047988165.1,Hospital
GCA_047988205.1,Water
GCA_047988245.1,Respiratory
GCA_047988315.1,Hospital
GCA_047988405.1,Respiratory
GCA_047988545.1,Hospital
GCA_047988525.1,Water
GCA_047988605.1,Hospital
GCA_047988625.1,Water
GCA_047988705.1,Hospital
GCA_047988725.1,Hospital
GCA_047988745.1,Hospital
GCA_047988765.1,Respiratory
GCA_047988815.1,Water
GCA_047988885.1,Hospital
GCA_047988925.1,Respiratory
GCA_047988945.1,Water
GCA_047988985.1,Hospital
GCA_047989005.1,Water
GCA_047989025.1,Hospital
GCA_047989045.1,Gastrointestinal
GCA_047989085.1,Gastrointestinal
GCA_047989105.1,Gastrointestinal
GCA_047989125.1,Gastrointestinal
GCA_047989135.1,Gastrointestinal
GCA_047989165.1,Gastrointestinal
GCA_047989185.1,Ear_Nose_Throat
GCA_047989205.1,Gastrointestinal
GCA_047989225.1,Ear_Nose_Throat
GCA_047989245.1,Gastrointestinal
GCA_047989265.1,Ear_Nose_Throat
GCA_047989285.1,Gastrointestinal
GCA_047989305.1,Gastrointestinal
GCA_047989335.1,Ear_Nose_Throat
GCA_047989325.1,Ear_Nose_Throat
GCA_047989365.1,Gastrointestinal
GCA_047989385.1,Gastrointestinal
GCA_047989405.1,Gastrointestinal
GCA_047989425.1,Ear_Nose_Throat
GCA_047989445.1,Gastrointestinal
GCA_047989465.1,Gastrointestinal
GCA_047989485.1,Ear_Nose_Throat
GCA_047989505.1,Ear_Nose_Throat
GCA_047989525.1,Ear_Nose_Throat
GCA_047989545.1,Gastrointestinal
GCA_047989565.1,Ear_Nose_Throat
GCA_047989585.1,Ear_Nose_Throat
GCA_047989605.1,Gastrointestinal
GCA_047989625.1,Gastrointestinal
GCA_047989645.1,Gastrointestinal
GCA_047989665.1,Ear_Nose_Throat
GCA_047989685.1,Gastrointestinal
GCA_047989705.1,Ear_Nose_Throat
GCA_047989725.1,Gastrointestinal
GCA_047989745.1,Gastrointestinal
GCA_047989765.1,Ear_Nose_Throat
GCA_047989785.1,Gastrointestinal
GCA_047989805.1,Gastrointestinal
GCA_047989825.1,Ear_Nose_Throat
GCA_047989845.1,Ear_Nose_Throat
GCA_047989865.1,Gastrointestinal
GCA_047989885.1,Ear_Nose_Throat
GCA_047989905.1,Gastrointestinal
GCA_047989925.1,Gastrointestinal
GCA_047989945.1,Gastrointestinal
GCA_047989965.1,Gastrointestinal
GCA_047989985.1,Ear_Nose_Throat
GCA_047990005.1,Ear_Nose_Throat
GCA_047990025.1,Gastrointestinal
GCA_047990035.1,Gastrointestinal
GCA_047990065.1,Gastrointestinal
GCA_047990085.1,Ear_Nose_Throat
GCA_047990105.1,Gastrointestinal
GCA_047990125.1,Ear_Nose_Throat
GCA_047990145.1,Ear_Nose_Throat
GCA_047990165.1,Ear_Nose_Throat
GCA_047990185.1,Gastrointestinal
GCA_047990205.1,Ear_Nose_Throat
GCA_047990225.1,Ear_Nose_Throat
GCA_047990245.1,Gastrointestinal
GCA_047990265.1,Gastrointestinal
GCA_047990285.1,Ear_Nose_Throat
GCA_047990345.1,Ear_Nose_Throat
GCA_047990385.1,Ear_Nose_Throat
GCA_047990405.1,Gastrointestinal
GCA_047990445.1,Ear_Nose_Throat
GCA_047990485.1,Gastrointestinal
GCA_047990525.1,Ear_Nose_Throat
GCA_047990545.1,Gastrointestinal
GCA_047990535.1,Ear_Nose_Throat
GCA_047990555.1,Gastrointestinal
GCA_047990565.1,Ear_Nose_Throat
GCA_047990725.1,Gastrointestinal
GCA_047990745.1,Ear_Nose_Throat
GCA_047990765.1,Gastrointestinal
GCA_047990785.1,Ear_Nose_Throat
GCA_047990835.1,Ear_Nose_Throat
GCA_047990925.1,Gastrointestinal
GCA_047990945.1,Ear_Nose_Throat
GCA_047990965.1,Gastrointestinal
GCA_047991025.1,Gastrointestinal
GCA_047991035.1,Ear_Nose_Throat
GCA_047991095.1,Ear_Nose_Throat
GCA_047991125.1,Gastrointestinal
GCA_047991165.1,Gastrointestinal
GCA_047991185.1,Ear_Nose_Throat
GCA_047991225.1,Ear_Nose_Throat
GCA_047991245.1,Gastrointestinal
GCA_047991265.1,Ear_Nose_Throat
GCA_047991285.1,Gastrointestinal
GCA_047991385.1,Ear_Nose_Throat
GCA_047991405.1,Gastrointestinal
GCA_047991425.1,Ear_Nose_Throat
GCA_047991505.1,Ear_Nose_Throat
GCA_047991525.1,Gastrointestinal
GCA_047991545.1,Gastrointestinal
GCA_047991605.1,Ear_Nose_Throat
GCA_047991625.1,Gastrointestinal
GCA_047991665.1,Ear_Nose_Throat
GCA_047991695.1,Gastrointestinal
GCA_047991725.1,Ear_Nose_Throat
GCA_047991745.1,Ear_Nose_Throat
GCA_047991785.1,Gastrointestinal
GCA_047991845.1,Gastrointestinal
GCA_047991865.1,Ear_Nose_Throat
GCA_047991905.1,Ear_Nose_Throat
GCA_047991915.1,Gastrointestinal
GCA_047991925.1,Gastrointestinal
GCA_047992025.1,Gastrointestinal
GCA_047992045.1,Ear_Nose_Throat
GCA_047992085.1,Gastrointestinal
GCA_047992095.1,Gastrointestinal
GCA_047992115.1,Gastrointestinal
GCA_047992105.1,Gastrointestinal
GCA_047992245.1,Ear_Nose_Throat
GCA_047992285.1,Ear_Nose_Throat
GCA_047992305.1,Ear_Nose_Throat
GCA_047992315.1,Gastrointestinal
GCA_047992345.1,Gastrointestinal
GCA_047992365.1,Gastrointestinal
GCA_047992405.1,Ear_Nose_Throat
GCA_047992425.1,Gastrointestinal
GCA_047992445.1,Ear_Nose_Throat
GCA_047992465.1,Gastrointestinal
GCA_047992485.1,Gastrointestinal
GCA_047992505.1,Gastrointestinal
GCA_047992525.1,Gastrointestinal
GCA_047992545.1,Gastrointestinal
GCA_047992565.1,Ear_Nose_Throat
GCA_047992585.1,Ear_Nose_Throat
GCA_047992605.1,Ear_Nose_Throat
GCA_047992625.1,Gastrointestinal
GCA_047992645.1,Ear_Nose_Throat
GCA_047992665.1,Gastrointestinal
GCA_047992685.1,Ear_Nose_Throat
GCA_047992705.1,Ear_Nose_Throat
GCA_047992715.1,Gastrointestinal
GCA_047992745.1,Ear_Nose_Throat
GCA_047992765.1,Gastrointestinal
GCA_047992785.1,Gastrointestinal
GCA_047992805.1,Ear_Nose_Throat
GCA_047992825.1,Ear_Nose_Throat
GCA_047992845.1,Gastrointestinal
GCA_047992865.1,Ear_Nose_Throat
GCA_047992885.1,Ear_Nose_Throat
GCA_047992905.1,Ear_Nose_Throat
GCA_047992925.1,Gastrointestinal
GCA_047992935.1,Gastrointestinal
GCA_047992965.1,Ear_Nose_Throat
GCA_047992985.1,Ear_Nose_Throat
GCA_047993005.1,Gastrointestinal
GCA_047993025.1,Ear_Nose_Throat
GCA_047993085.1,Gastrointestinal
GCA_047993105.1,Ear_Nose_Throat
GCA_047993185.1,Ear_Nose_Throat
GCA_047993205.1,Gastrointestinal
GCA_047993255.1,Ear_Nose_Throat
GCA_047993325.1,Gastrointestinal
GCA_047993345.1,Gastrointestinal
GCA_047993385.1,Ear_Nose_Throat
GCA_047993395.1,Gastrointestinal
GCA_047993485.1,Ear_Nose_Throat
GCA_047993505.1,Gastrointestinal
GCA_047993525.1,Ear_Nose_Throat
GCA_047993545.1,Ear_Nose_Throat
GCA_047993565.1,Ear_Nose_Throat
GCA_047993585.1,Gastrointestinal
GCA_047993605.1,Gastrointestinal
GCA_047993625.1,Gastrointestinal
GCA_047993645.1,Gastrointestinal
GCA_047993665.1,Ear_Nose_Throat
GCA_047993685.1,Ear_Nose_Throat
GCA_047993705.1,Gastrointestinal
GCA_047993725.1,Ear_Nose_Throat
GCA_047993745.1,Gastrointestinal
GCA_047993765.1,Gastrointestinal
GCA_047993785.1,Ear_Nose_Throat
GCA_047993805.1,Ear_Nose_Throat
GCA_047993825.1,Gastrointestinal
GCA_047993835.1,Gastrointestinal
GCA_047993865.1,Ear_Nose_Throat
GCA_047993885.1,Gastrointestinal
GCA_047993905.1,Ear_Nose_Throat
GCA_047993935.1,Ear_Nose_Throat
GCA_047993925.1,Gastrointestinal
GCA_047993965.1,Gastrointestinal
GCA_047993985.1,Ear_Nose_Throat
GCA_047994005.1,Gastrointestinal
GCA_047994025.1,Gastrointestinal
GCA_047994035.1,Gastrointestinal
GCA_047994065.1,Ear_Nose_Throat
GCA_047994085.1,Ear_Nose_Throat
GCA_047994105.1,Gastrointestinal
GCA_047994125.1,Ear_Nose_Throat
GCA_047994165.1,Gastrointestinal
GCA_047994145.1,Gastrointestinal
GCA_047994185.1,Ear_Nose_Throat
GCA_047994205.1,Gastrointestinal
GCA_047994225.1,Ear_Nose_Throat
GCA_047994245.1,Gastrointestinal
GCA_047994265.1,Ear_Nose_Throat
GCA_047994285.1,Gastrointestinal
GCA_047994305.1,Gastrointestinal
GCA_047994325.1,Ear_Nose_Throat
GCA_047994345.1,Gastrointestinal
GCA_047994365.1,Ear_Nose_Throat
GCA_047994385.1,Gastrointestinal
GCA_047994405.1,Gastrointestinal
GCA_047994425.1,Ear_Nose_Throat
GCA_047994445.1,Gastrointestinal
GCA_047994465.1,Gastrointestinal
GCA_047994485.1,Gastrointestinal
GCA_047994505.1,Ear_Nose_Throat
GCA_047994525.1,Ear_Nose_Throat
GCA_047994545.1,Gastrointestinal
GCA_047994565.1,Gastrointestinal
GCA_047994585.1,Ear_Nose_Throat
GCA_047994605.1,Ear_Nose_Throat
GCA_047994625.1,Gastrointestinal
GCA_047994645.1,Ear_Nose_Throat
GCA_047994665.1,Ear_Nose_Throat
GCA_047994675.1,Ear_Nose_Throat
GCA_047994705.1,Gastrointestinal
GCA_047994725.1,Gastrointestinal
GCA_047994765.1,Water
GCA_047994785.1,Ear_Nose_Throat
GCA_048249295.1,Urinary
GCA_048243615.1,Respiratory
GCA_048218215.1,Respiratory
GCA_048215365.1,Gastrointestinal
GCA_048213375.1,Skin_Soft_Tissue
GCA_048242465.1,Skin_Soft_Tissue
GCA_048242435.1,Skin_Soft_Tissue
GCA_048242425.1,Skin_Soft_Tissue
GCA_048239895.1,Urinary
GCA_048239565.1,Bloodstream
GCA_048238555.1,Urinary
GCA_048238405.1,Skin_Soft_Tissue
GCA_048238335.1,Respiratory
GCA_048235895.1,Respiratory
GCA_048235655.1,Urinary
GCA_048234035.1,Skin_Soft_Tissue
GCA_048228615.1,Urinary
GCA_048408045.1,Skin_Soft_Tissue
GCA_048228535.1,Skin_Soft_Tissue
GCA_048223025.1,Respiratory
GCA_048060535.1,Soil
GCA_048065535.1,Water
GCA_048065555.1,Water
GCA_049124185.1,Urinary
GCA_049102665.1,Urinary
GCA_049101975.1,Hospital
GCA_048213065.1,Urinary
GCA_048213085.1,Respiratory
GCA_049093875.1,Respiratory
GCA_049093855.1,Respiratory
GCA_049093835.1,Respiratory
GCA_048275525.1,Skin_Soft_Tissue
GCA_049069225.1,Respiratory
GCA_048298505.1,Respiratory
GCA_048996215.1,Urinary
GCA_048996285.1,Respiratory
GCA_048996095.1,Respiratory
GCA_048996075.1,Respiratory
GCA_048996115.1,Bloodstream
GCA_048996055.1,Urinary
GCA_048996035.1,Urinary
GCA_048995915.1,Respiratory
GCA_048995895.1,Urinary
GCA_048995875.1,Skin_Soft_Tissue
GCA_048995835.1,Respiratory
GCA_046054755.2,Respiratory
GCA_046689005.2,Respiratory
GCA_048989885.1,Gastrointestinal
GCA_048987955.1,Bloodstream
GCA_048987675.1,Urinary
GCA_048514535.1,Water
GCA_048867785.1,Respiratory
GCA_048784445.1,Bloodstream
GCA_048778745.1,Skin_Soft_Tissue
GCA_048566965.1,Respiratory
GCA_048567005.1,Medical_Device
GCA_048567025.1,Medical_Device
GCA_048567045.1,Respiratory
GCA_048567065.1,Gastrointestinal
GCA_048567085.1,Urinary
GCA_048567105.1,Skin_Soft_Tissue
GCA_048567125.1,Medical_Device
GCA_048567145.1,Respiratory
GCA_048567165.1,Gastrointestinal
GCA_048567185.1,Medical_Device
GCA_048567205.1,Hospital
GCA_048567265.1,Hospital
GCA_048567285.1,Respiratory
GCA_048567305.1,Hospital
GCA_048567325.1,Respiratory
GCA_048567345.1,Gastrointestinal
GCA_048567365.1,Hospital
GCA_048567405.1,Respiratory
GCA_048567765.2,Respiratory
GCA_048692235.1,Urinary
GCA_048692255.1,Respiratory
GCA_048692215.1,Urinary
GCA_048692195.1,Respiratory
GCA_048692175.1,Urinary
GCA_048692135.1,Medical_Device
GCA_048691895.1,Bone_Joint
GCA_048692075.1,Urinary
GCA_048692055.1,Respiratory
GCA_048692035.1,Respiratory
GCA_048692015.1,Respiratory
GCA_048691855.1,Urinary
GCA_048691995.1,Bloodstream
GCA_048691835.1,Urinary
GCA_048691535.1,Respiratory
GCA_048691515.1,Ear_Nose_Throat
GCA_048691395.1,Urinary
GCA_048691335.1,Respiratory
GCA_048630935.1,Urinary
GCA_048710575.1,Urinary
GCA_048728975.1,Ear_Nose_Throat
GCA_048712595.1,Skin_Soft_Tissue
GCA_048711495.1,Respiratory
GCA_048720615.1,Respiratory
GCA_048721595.1,Respiratory
GCA_048627065.1,Respiratory
GCA_048627085.1,Respiratory
GCA_048627105.1,Respiratory
GCA_048627125.1,Respiratory
GCA_048628025.1,Respiratory
GCA_048628045.1,Respiratory
GCA_048628065.1,Respiratory
GCA_048628085.1,Respiratory
GCA_048628105.1,Respiratory
GCA_048656265.1,Skin_Soft_Tissue
GCA_048860305.1,Urinary
GCA_048799145.1,Respiratory
GCA_048799215.1,Respiratory
GCA_048833885.1,Respiratory
GCA_048833865.1,Urinary
GCA_048907465.1,Urinary
GCA_048907385.1,Respiratory
GCA_048905465.1,Respiratory
GCA_048974245.1,Skin_Soft_Tissue
GCA_048976475.1,Skin_Soft_Tissue
GCA_048982835.1,Respiratory
GCA_049008605.1,Bone_Joint
GCA_049008525.1,Respiratory
GCA_049090235.1,Respiratory
GCA_048892025.1,Bloodstream
GCA_048892065.1,Bloodstream
GCA_048892105.1,Bloodstream
GCA_048892125.1,Bloodstream
GCA_048892165.1,Bloodstream
GCA_048892245.1,Bloodstream
GCA_048892285.1,Bloodstream
GCA_048892305.1,Bloodstream
GCA_048892325.1,Bloodstream
GCA_048892365.1,Bloodstream
GCA_048892445.1,Bloodstream
GCA_049156105.1,Gastrointestinal
GCA_049162025.1,Skin_Soft_Tissue
GCA_049162865.1,Skin_Soft_Tissue
GCA_049060105.1,Experimental
GCA_049207825.1,Respiratory
GCA_049209635.1,Skin_Soft_Tissue
GCA_049211905.1,Urinary
